Frequency_Hz,Average_Input_ASD_nV_per_sqrtHz
1.05555555555556,97.0938638213289
1.11111111111111,82.4017031483393
1.16666666666667,68.3593452143226
1.22222222222222,81.4237022058223
1.27777777777778,86.6899340099882
1.33333333333333,76.3223072857857
1.38888888888889,53.1920700741111
1.44444444444444,48.9920673631629
1.5,60.338172949149
1.55555555555556,67.0878030668825
1.61111111111111,70.2891398642207
1.66666666666667,65.1919125940431
1.72222222222222,77.4940378299492
1.77777777777778,92.5878951398763
1.83333333333333,73.761301152188
1.88888888888889,77.9513636762058
1.94444444444444,95.7216893785049
2,113.453959995437
2.05555555555556,61.3945736727702
2.11111111111111,52.9979564838935
2.16666666666667,45.8367641379468
2.22222222222222,49.131910657179
2.27777777777778,47.5550040944598
2.33333333333333,50.7015745551358
2.38888888888889,65.9499624117214
2.44444444444444,75.6039030449767
2.5,80.0843155535147
2.55555555555555,80.4213373158907
2.61111111111111,84.2943416718295
2.66666666666667,73.428091414951
2.72222222222222,63.4175819785879
2.77777777777778,60.8052427472298
2.83333333333333,45.9742510625631
2.88888888888889,44.2806095986713
2.94444444444444,64.455324348585
3,64.2207734124807
3.05555555555555,52.6121776998113
3.11111111111111,44.2498993963568
3.16666666666667,48.3837600262241
3.22222222222222,62.7057885837926
3.27777777777778,51.8943533903114
3.33333333333333,46.8911312885343
3.38888888888889,55.4903414514073
3.44444444444444,57.8100906238744
3.5,47.074648126603
3.55555555555555,55.2184579693149
3.61111111111111,54.6533861702975
3.66666666666667,59.9994850989088
3.72222222222222,50.6541110193864
3.77777777777778,43.9244910131843
3.83333333333333,54.5766698129128
3.88888888888889,71.3858033385716
3.94444444444444,50.5183970257779
4,47.3908321808085
4.05555555555555,43.4682557203946
4.11111111111111,45.7438269901858
4.16666666666667,36.8345255487946
4.22222222222222,36.8127671640492
4.27777777777778,53.4100285429833
4.33333333333333,60.0279495848001
4.38888888888889,46.8492945284803
4.44444444444444,39.5566338537845
4.5,37.4111074769326
4.55555555555555,41.3040657309581
4.61111111111111,43.3335966899815
4.66666666666667,46.0289699244654
4.72222222222222,39.4395058744826
4.77777777777778,30.7284241562539
4.83333333333333,35.1062194663659
4.88888888888889,34.1646910264975
4.94444444444444,51.0238604755173
5,69.6589242655372
5.05555555555556,43.4480775421548
5.11111111111111,41.814832470588
5.16666666666667,54.2613769783809
5.22222222222222,49.6396848781267
5.27777777777778,42.5298134892353
5.33333333333333,49.6107672192954
5.38888888888889,35.6599404279303
5.44444444444444,38.8245931058481
5.5,27.6807027829643
5.55555555555555,24.1409486836424
5.61111111111111,37.366864860274
5.66666666666667,44.2373499559482
5.72222222222222,40.4547824921113
5.77777777777778,37.7795313519511
5.83333333333333,47.6988949534088
5.88888888888889,41.729036943439
5.94444444444444,40.7831422668757
6,56.9342457275914
6.05555555555556,34.8478391792037
6.11111111111111,27.0811848566355
6.16666666666667,32.2578714450455
6.22222222222222,28.4342982829782
6.27777777777778,32.9308965411816
6.33333333333333,37.8294685527219
6.38888888888889,37.9875149124414
6.44444444444444,22.6982240314632
6.5,23.8241720698644
6.55555555555555,36.3379969885639
6.61111111111111,38.8491534338131
6.66666666666667,32.4436544290333
6.72222222222222,22.653593107309
6.77777777777778,28.3884063587498
6.83333333333333,26.9336975046759
6.88888888888889,23.8160009182668
6.94444444444444,37.8608893691758
7,58.2140284395895
7.05555555555555,41.2451517935684
7.11111111111111,30.7192606603165
7.16666666666667,42.8988099419855
7.22222222222222,37.0642616138008
7.27777777777778,30.1214650731933
7.33333333333333,37.8950214793215
7.38888888888889,31.0992360080179
7.44444444444444,29.6233753473378
7.5,26.8108110895981
7.55555555555555,28.5956915108636
7.61111111111111,39.8168963882256
7.66666666666666,42.9133175683378
7.72222222222222,44.1419348404613
7.77777777777778,41.8641923114943
7.83333333333333,26.2656213428222
7.88888888888889,34.0396293618861
7.94444444444444,40.4275866258249
8,44.1335088141075
8.05555555555556,32.5056058756873
8.11111111111111,33.309396492984
8.16666666666667,33.828696145683
8.22222222222222,35.4285184169487
8.27777777777778,35.8460719401676
8.33333333333333,39.6820194435832
8.38888888888889,27.8938710411582
8.44444444444444,34.8987536491078
8.5,41.24283301684
8.55555555555555,31.3487418873694
8.61111111111111,28.3823163066481
8.66666666666666,29.9965398421101
8.72222222222222,25.8901784080873
8.77777777777778,30.8334879720514
8.83333333333333,31.2782120438398
8.88888888888889,33.3887987514618
8.94444444444444,33.2842251101397
9,36.9952463052873
9.05555555555555,28.7394792717177
9.11111111111111,19.809697318208
9.16666666666666,26.1829413934785
9.22222222222222,34.6558072941199
9.27777777777778,27.6835976557781
9.33333333333333,30.6792828769567
9.38888888888889,33.0467520953842
9.44444444444444,31.467060465809
9.5,45.2623995436917
9.55555555555555,43.2238017308747
9.61111111111111,34.4382247026909
9.66666666666666,40.8185166142157
9.72222222222222,37.7857672089709
9.77777777777778,26.2992585701158
9.83333333333333,29.3897429991306
9.88888888888889,37.2148341325743
9.94444444444444,44.4841402849421
10,57.2133884388171
10.0555555555556,41.2897825768507
10.1111111111111,39.6645576526717
10.1666666666667,40.0848826765698
10.2222222222222,29.978655245894
10.2777777777778,22.4416318258735
10.3333333333333,26.9792441249505
10.3888888888889,22.8667722449488
10.4444444444444,24.7824582926629
10.5,29.5514316075281
10.5555555555556,28.1260739642058
10.6111111111111,33.6000097969626
10.6666666666667,42.8399971695906
10.7222222222222,33.7155395037275
10.7777777777778,36.6626405835993
10.8333333333333,35.033967109359
10.8888888888889,30.0060621717286
10.9444444444444,32.1006878206063
11,50.513984695832
11.0555555555556,33.50276936408
11.1111111111111,23.5161756934654
11.1666666666667,26.8774084220303
11.2222222222222,26.6667462881594
11.2777777777778,26.9875581003264
11.3333333333333,28.4163695353975
11.3888888888889,22.3629039059348
11.4444444444444,20.1224388336912
11.5,24.0859973907372
11.5555555555556,24.4953224541785
11.6111111111111,26.9743340221952
11.6666666666667,31.7343180374817
11.7222222222222,34.3057870984636
11.7777777777778,32.2621664889733
11.8333333333333,29.6514908629803
11.8888888888889,31.553284037204
11.9444444444444,30.2892324544357
12,33.3221458309753
12.0555555555556,24.0238571849111
12.1111111111111,25.2718231837733
12.1666666666667,28.5611222389944
12.2222222222222,25.8298144847785
12.2777777777778,25.0494040677785
12.3333333333333,33.1795951782747
12.3888888888889,35.6189344519696
12.4444444444444,34.8687321862187
12.5,28.9148419464126
12.5555555555556,20.6998670383912
12.6111111111111,23.3650096385745
12.6666666666667,32.5540238924243
12.7222222222222,28.0447717891563
12.7777777777778,29.0214522560045
12.8333333333333,24.9420068174336
12.8888888888889,23.0977751598012
12.9444444444444,28.9416326625518
13,38.9301104093179
13.0555555555556,38.0204923072521
