Frequency_Hz,COB1_1uA_Input_ASD_nV_per_sqrtHz,COB1_2uA_Input_ASD_nV_per_sqrtHz,COB1_4uA_Input_ASD_nV_per_sqrtHz,COB2_1uA_Input_ASD_nV_per_sqrtHz,COB2_2uA_Input_ASD_nV_per_sqrtHz,COB2_4uA_Input_ASD_nV_per_sqrtHz,COB3_1uA_Input_ASD_nV_per_sqrtHz,COB3_2uA_Input_ASD_nV_per_sqrtHz,COB3_4uA_Input_ASD_nV_per_sqrtHz,COB4_1uA_Input_ASD_nV_per_sqrtHz,COB4_2uA_Input_ASD_nV_per_sqrtHz,COB4_4uA_Input_ASD_nV_per_sqrtHz,COB5_1uA_Input_ASD_nV_per_sqrtHz,COB5_2uA_Input_ASD_nV_per_sqrtHz,COB5_4uA_Input_ASD_nV_per_sqrtHz
0.111111111111111,148.21926464451,157.448611316574,440.801369735805,85.8908084591376,119.38827051812,5546.79946196192,132.533887059175,133.218037208097,5694.29850195047,104.927654382992,122.133293000278,6437.82106122999,141.636588228087,91.7051573749268,5550.04022913365
0.166666666666667,89.7243414984613,128.797504765445,324.334347190218,77.7373629575725,102.215582773299,4412.47908910075,100.479979108708,80.362508083202,4198.4868930931,50.9606128096029,95.9933413511665,4062.33983964134,83.4064996977578,59.8294479058138,4723.43284614548
0.222222222222222,82.2563150591903,96.3701919032208,248.858607614941,64.3055124909444,88.1239260419673,4044.40564731975,106.460094390401,60.5518135641303,3195.74682479136,42.4864030872777,80.6627229971267,3512.72209150469,74.0744849429041,40.7332224198094,2949.70432983767
0.277777777777778,86.0861951321001,101.809940878349,301.391979109925,76.0854879532023,74.1500659373596,3951.2689114714,89.7657607970367,84.8406215330317,2950.09224059884,54.8427959532825,65.7583394150842,3147.74976287097,72.0498306895013,39.4601026858404,2567.50710749841
0.333333333333333,70.0913846796953,112.193772750112,317.21230385106,97.7580552369525,66.1148815660744,3134.79560749668,71.0237019441974,69.058147235718,3022.93816832803,66.5531170587187,58.1576920056492,2916.67580891143,53.4764441961217,35.8238802581615,2936.31384042204
0.388888888888889,69.7617967053555,108.660599880756,292.557809227758,73.2554834363796,71.4901401040528,2090.35462410276,83.9103447540036,54.3312235019209,2939.34160896858,47.2946414866131,50.9772936318242,2906.09437785973,43.4895435159389,41.3470260739235,2481.64903464807
0.444444444444444,59.0816970068365,92.6645615515892,283.952139355264,55.6466137680091,77.0524300072043,2188.09090969253,73.096712405925,32.4334705242437,2474.14841605669,48.4672267590256,45.3623707571195,2549.74895783179,39.6031209866081,39.552929004542,1935.15411042271
0.5,85.1060315815347,82.8889696002342,296.779607747142,42.9661302610237,82.822980462353,2017.64255859236,70.6199824831391,47.5870262611364,1746.20928883078,41.7753678923674,43.4227144062731,2860.58348410344,65.7305205749732,37.2657817688257,1926.08953120146
0.555555555555555,76.3854393217459,68.6826377252924,182.114076937375,38.6868029264179,58.7809669763454,2466.12926507927,68.4109501792461,51.0476346184421,2351.77721104585,36.0129431509719,44.7269473216699,3161.40729834436,44.1987352233126,33.6868263231099,1874.82520295829
0.611111111111111,64.6396969265849,86.2420869954353,176.902779717003,56.9330261412323,57.3594377844704,2248.5018159799,84.9777326926608,36.0291913000499,1726.33228848108,49.5584631519849,48.2724381764959,2511.2719914791,74.6982496203951,32.6005860258517,2150.58194120817
