Frequency_Hz,Run_01_ASD_V_per_rtHz,Run_02_ASD_V_per_rtHz,Run_03_ASD_V_per_rtHz,Run_04_ASD_V_per_rtHz,Run_05_ASD_V_per_rtHz,Run_06_ASD_V_per_rtHz,Run_07_ASD_V_per_rtHz,Run_08_ASD_V_per_rtHz,Run_09_ASD_V_per_rtHz,Run_10_ASD_V_per_rtHz,Run_11_ASD_V_per_rtHz,Run_12_ASD_V_per_rtHz,Run_13_ASD_V_per_rtHz,Run_14_ASD_V_per_rtHz,Run_15_ASD_V_per_rtHz,Run_16_ASD_V_per_rtHz,Run_17_ASD_V_per_rtHz,Run_18_ASD_V_per_rtHz,Run_19_ASD_V_per_rtHz,Run_20_ASD_V_per_rtHz
1,5.62770178698306e-06,2.26351126879012e-06,9.15585828015457e-06,6.04746510110464e-06,4.44975151765858e-06,7.54697998180206e-06,4.60821525542005e-06,2.74705633441645e-06,4.53551629294877e-06,1.21528944907176e-05,2.63193677038321e-06,6.1224808133721e-06,4.89956964628643e-06,4.36208092433267e-06,5.15649066453042e-06,4.08832967969888e-06,4.03047551695821e-06,6.15464151399202e-06,5.28718806159483e-06,6.08936836576949e-06
1.0594630943593,6.24133364967846e-06,3.81186415907143e-06,3.88305615785537e-06,5.72695647560977e-06,6.13894488563068e-06,4.64102620849009e-06,3.66562783976336e-06,3.08740725645204e-06,3.91084155664351e-06,9.63439670474554e-06,5.44580342746474e-06,5.35398536181778e-06,4.32978887527188e-06,3.73439348494827e-06,5.86676723113974e-06,1.9153914703009e-06,4.80278750111827e-06,9.73802927438423e-06,8.62729444382304e-06,4.26458366670421e-06
1.12246204830937,7.19223383817096e-06,6.83577329102987e-06,4.39887682556703e-06,7.48366675596211e-06,6.77087796313223e-06,5.17634500684783e-06,4.24719545362801e-06,4.91772552331078e-06,5.3533475804218e-06,7.80123320480947e-06,4.80096049516014e-06,8.02389428034183e-06,5.17441071855117e-06,4.00461390717929e-06,3.74352008875299e-06,1.84677436895749e-06,4.94786327064584e-06,7.69064039036048e-06,7.16657576245996e-06,4.99550115133022e-06
1.18920711500272,5.50844026182244e-06,4.73352261398292e-06,8.8389795712036e-06,5.76083597998826e-06,3.91833496785805e-06,4.4334752525654e-06,4.13065366631153e-06,2.928293768233e-06,6.00627362736021e-06,9.16804400595337e-06,5.62984773456732e-06,6.80648309470183e-06,4.16350691691735e-06,4.78238480747698e-06,2.23433984794332e-06,3.72964754229678e-06,6.25859847031997e-06,4.9233424462888e-06,2.81369868885758e-06,6.01319878137431e-06
1.25992104989487,4.65233178494641e-06,3.32712217119886e-06,4.13101824361641e-06,9.95827147759086e-06,6.58542668857068e-06,5.59811515061624e-06,6.19388920631249e-06,5.30857027091361e-06,9.57581228218872e-06,8.83074828550121e-06,5.50256998868587e-06,6.90839154152934e-06,2.09385939317996e-06,5.58768638094456e-06,3.14835120103577e-06,4.75863017760445e-06,7.77868005408074e-06,7.22018769200548e-06,7.08995546265835e-06,5.31515618177838e-06
1.33483985417003,4.04433831958755e-06,1.53224062762652e-06,2.5062881947876e-06,5.38694682011587e-06,4.22620334556202e-06,7.92466963020713e-06,5.38098330236225e-06,6.4396571482598e-06,4.46769936245825e-06,6.19881133732114e-06,7.17071536032787e-06,5.447756271923e-06,4.29764140664743e-06,1.04030052761862e-05,3.12079754208903e-06,6.93397890096351e-06,4.65055944746151e-06,3.82703607830353e-06,3.57664450871311e-06,3.4953919878875e-06
1.4142135623731,4.98061671482237e-06,6.84615510578619e-07,5.02678102969928e-06,5.14817253592144e-06,1.88227914482996e-06,7.70432648223781e-06,2.62025083523068e-06,5.27073417577253e-06,7.35463071700243e-06,8.57334785770815e-06,6.82253756258532e-06,4.89582365217257e-06,3.25457814441003e-06,7.62607444493669e-06,2.18511345042489e-06,5.46182424790121e-06,5.57027247904935e-06,7.29565269362919e-06,4.9337753681351e-06,4.62691122243845e-06
1.49830707687668,3.31585368498147e-06,3.77177482152236e-06,4.02394679592452e-06,6.19493339336531e-06,6.6741712782413e-06,7.12779049244949e-06,3.8291641704067e-06,5.25569407400781e-06,6.33497984023588e-06,7.49976342701216e-06,4.04851566867861e-06,5.26687394853702e-06,7.04367528306875e-06,1.13627995814742e-05,2.27231932401401e-06,3.25493395879794e-06,6.46300272175262e-06,4.90548443028154e-06,4.35664874682849e-06,5.38349637233997e-06
1.5874010519682,4.122211866362e-06,5.31923604300866e-06,4.18651058331223e-06,9.40711422590575e-06,2.93853647469788e-06,3.85811920925298e-06,7.80495304475336e-06,5.37628796082981e-06,4.8954761700747e-06,7.18750928658438e-06,8.36416782214792e-06,5.95717173451975e-06,5.05701821453632e-06,6.40845597491407e-06,3.79248858332186e-06,3.99547340596494e-06,2.25466395008162e-06,3.65411950039937e-06,5.40465567463574e-06,3.29298520901538e-06
1.68179283050743,4.43314569746369e-06,2.6895808408713e-06,6.04844125901408e-06,4.88168023086576e-06,6.95033063442907e-06,3.79770789915591e-06,3.14148891543845e-06,6.45010010657215e-06,4.42754309008126e-06,5.71133356296773e-06,8.77986319448219e-06,6.60126381708796e-06,3.53099542511566e-06,3.45944657464291e-06,7.59015824203621e-06,6.9395087350328e-06,6.6704572616682e-06,5.45868995746586e-06,6.96447145138404e-06,2.7025959099962e-06
1.78179743628068,6.63859323177826e-06,4.6163259034764e-06,1.90777766040131e-06,2.77384692768318e-06,5.15336971792484e-06,9.04475408497735e-06,5.44561965404826e-06,2.5847145468056e-06,5.31239482495989e-06,6.14881072718928e-06,4.05868710816575e-06,7.34623433287729e-06,2.2583548874004e-06,4.88099380702167e-06,7.86567034694587e-06,6.0197492515792e-06,3.73090114178639e-06,5.58345607120617e-06,4.86588864097377e-06,5.25040479609647e-06
1.88774862536339,2.77744451371462e-06,3.64614783319768e-06,3.57967595238623e-06,2.67681741336219e-06,4.96742653848268e-06,4.49409211003304e-06,3.75908884379151e-06,2.76954713514584e-06,4.6179357907648e-06,8.19387320396306e-06,5.4304836867178e-06,8.36959197910364e-06,5.20772347147974e-06,5.83734463537605e-06,2.38548970211126e-06,4.49744104728034e-06,2.52690768853098e-06,2.24744081412295e-06,3.83917662591903e-06,3.82633997343421e-06
2,2.33512490651739e-06,6.66963247833984e-06,3.93957257086025e-06,3.46575710607872e-06,3.74565304960383e-06,4.24773005837286e-06,5.05032448458777e-06,3.05901429449929e-06,1.78208733721361e-06,5.68506231777446e-06,6.28349036196966e-06,6.16945525796157e-06,5.14194439405774e-06,4.96069753988603e-06,2.26382290885386e-06,4.56294486950076e-06,5.2905297781703e-06,2.20427967822667e-06,2.80916301392065e-06,4.89067928430925e-06
2.11892618871859,5.57993685925359e-06,6.01139473180177e-06,4.68996800715239e-06,5.7879933007721e-06,3.3693892043543e-06,4.60891734139742e-06,4.49653660030428e-06,4.94573714571887e-06,3.82089438566245e-06,3.92387728549104e-06,2.90237863311877e-06,5.3380673292796e-06,3.42900887551007e-06,4.19724947698043e-06,4.58589204808582e-06,5.91482745028129e-06,4.68963030787361e-06,5.00145380751746e-06,3.47792299656234e-06,5.17159973773743e-06
2.24492409661875,7.72973228561624e-06,5.05610591116283e-06,4.61953245053144e-06,4.15872477072423e-06,3.41215662191967e-06,5.50539085818109e-06,7.87043956233655e-06,4.8653318468622e-06,4.22495424187464e-06,4.39907621263088e-06,7.01553035734484e-06,5.11123257236253e-06,4.90304573359914e-06,4.6314323155657e-06,3.71360317714307e-06,5.51784132920932e-06,7.33070002011167e-06,4.50619290359084e-06,3.77227996684906e-06,3.28657635286802e-06
2.37841423000544,4.52197292788794e-06,8.58531194939998e-06,5.50823776716726e-06,6.30360753608089e-06,2.44250016999175e-06,8.65716918443984e-06,6.41259694869627e-06,4.46903383273045e-06,5.24804394974505e-06,7.02186421726861e-06,4.15111771515024e-06,2.99806215980058e-06,4.71126470717238e-06,1.87072704235292e-06,3.5957648284582e-06,5.09052903099616e-06,5.48366712458116e-06,4.74338068669418e-06,5.15534362471192e-06,5.93238585530505e-06
2.51984209978975,4.86003156050259e-06,4.32577159460783e-06,3.98137658947888e-06,3.37993916120529e-06,4.72261003336954e-06,3.71871396789526e-06,6.03410984585129e-06,4.4175641843159e-06,8.45527204611986e-06,4.34429738837148e-06,6.57094721635656e-06,3.0812682765219e-06,4.66213949733489e-06,6.93392804739182e-06,3.39268149871204e-06,5.93453814261779e-06,3.88739789443163e-06,8.94553683849279e-06,6.46973692021454e-06,3.45675123212057e-06
2.66967970834007,5.62510346914083e-06,6.19457140423866e-06,7.22329122807494e-06,3.80823311597413e-06,3.79972424487226e-06,4.58773757726844e-06,4.69155285845408e-06,1.82808669893597e-06,6.24540751783568e-06,6.24055878340901e-06,5.54885418519107e-06,4.77529217221009e-06,4.68705344574236e-06,5.25365459181601e-06,4.44927468383882e-06,3.67836000712179e-06,3.04114935270242e-06,4.16126457016929e-06,5.37778545463287e-06,3.29288963716244e-06
2.82842712474619,3.53497902001027e-06,5.01151682185192e-06,2.65643294760193e-06,4.48401626197656e-06,4.85432364701052e-06,4.81377828607881e-06,3.32512871118279e-06,4.73129261983638e-06,2.42046089330959e-06,2.1651597957623e-06,3.98586214413565e-06,2.60260112865563e-06,4.32586186335082e-06,4.88981252750593e-06,4.74002698073809e-06,4.5830319276558e-06,3.98749795275987e-06,6.28509598745842e-06,5.35029387644128e-06,6.68346169751358e-06
